Unique_ID,Taxa,Species,x_g,y_g,Reference,Group,Order,Family,Genus,Notes
550,Mammal,Callithrix pygmaea,97.43163713,72.09941148,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Callithrix,
551,Mammal,Cebus albifrons,2380.126282,404.6214679,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,
552,Mammal,Cebus albifrons,2380.126282,428.4227308,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,
553,Mammal,Cebus apella,2788.688463,390.4163848,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,
554,Mammal,Cebus apella,2788.688463,390.4163848,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,
555,Mammal,Cebus olivaceus,2684.726193,295.3198812,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,
556,Mammal,Cercocebus torquatus,7890.417803,1893.700273,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercocebus,
557,Mammal,Cercocebus torquatus,7890.417803,1578.083561,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercocebus,
558,Mammal,Cercopithecus ascanius,3498.645985,314.8781387,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercopithecus,
559,Mammal,Cercopithecus diana,4778.592532,907.9325811,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercopithecus,
560,Mammal,Cercopithecus mitis,6591.738952,659.1738952,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercopithecus,
561,Mammal,Cercopithecus neglectus,5094.481623,815.1170597,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercopithecus,
562,Mammal,Cheirogaleus medius,209.2666394,133.9306492,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cheirogaleidae,Cheirogaleus,
563,Mammal,Chlorocebus aethiops,3947.298777,671.0407921,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Chlorocebus,
564,Mammal,Colobus guereza,9822.001588,2062.620333,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Colobus,
565,Mammal,Colobus polykomos,8822.669282,1323.400392,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Colobus,
566,Mammal,Erythrocebus patas,5505.540985,1431.440656,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Erythrocebus,
567,Mammal,Eulemur macaco,2296.148648,688.8445944,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Lemuridae,Eulemur,
568,Mammal,Galago moholi,179.9699517,170.9714541,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Galago,
569,Mammal,Galago senegalensis,202.4883307,101.2441654,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Galago,
570,Mammal,Galagoides demidoff,64.3428065,30.88454712,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Galagoides,
571,Mammal,Galagoides zanzibaricus,141.9384309,112.1313604,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Galagoides,
572,Mammal,Hylobates lar,5296.634439,476.6970995,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Hylobatidae,Hylobates,
573,Mammal,Hylobates syndactylus,10171.85124,915.4666116,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Hylobatidae,Hylobates,
574,Mammal,Lagothrix lagotricha,6931.065451,970.3491631,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Lagothrix,
575,Mammal,Lagothrix lagotricha,6931.065451,1108.970472,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Lagothrix,
576,Mammal,Leontopithecus rosalia,558.4701947,346.2515207,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Leontopithecus,
577,Mammal,Lophocebus albigena,7037.201717,985.2082404,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Lophocebus,
578,Mammal,Loris tardigradus,261.6375056,146.5170031,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Loridae,Loris,
579,Mammal,Macaca arctoides,8237.586728,1482.765611,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,
580,Mammal,Macaca fascicularis,3958.220648,870.8085426,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,
581,Mammal,Macaca nemestrina,6899.220098,1517.828422,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,
582,Mammal,Macaca nigra,5791.619211,984.5752659,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,
583,Mammal,Macaca radiata,4000,796.6946,This Study,Eutherian,Primate,Cercopithecidae,Macaca,
584,Mammal,Macaca silenus,5362.903718,911.6936321,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,
585,Mammal,Macaca sinica,4033.666609,645.3866574,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,
586,Mammal,Mandrillus leucophaeus,11646.62253,2096.392055,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Mandrillus,
587,Mammal,Mandrillus sphinx,13995.87323,2519.257181,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Mandrillus,
588,Mammal,Microcebus coquereli,306.5490679,171.667478,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cheirogaleidae,Microcebus,
589,Mammal,Microcebus murinus,68.706844,46.03358548,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cheirogaleidae,Microcebus,
590,Mammal,Miopithecus talapoin,1168.960941,257.171407,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Miopithecus,
591,Mammal,Otolemur crassicaudatus,1110.196874,444.0787496,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Otolemur,
592,Mammal,Otolemur garnettii,908.2386933,463.2017336,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Otolemur,
593,Mammal,Pan troglodytes schweinfurthi,44984,33288.16,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Primate,Hominidae,Pan,
594,Mammal,Papio anubis,14000,1543.67318,This Study,Eutherian,Primate,Cercopithecidae,Papio,African ecosystems
595,Mammal,Papio ursinus,15000,2389.3929,This Study,Eutherian,Primate,Cercopithecidae,Papio,African ecosystems
596,Mammal,Perodicticus potto,1000.230285,340.0782969,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Loridae,Perodicticus,
597,Mammal,Pithecia pithecia,1533.910428,352.7993984,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Pithecia,
598,Mammal,Pongo pygmaeus,45279.33084,2263.966542,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Hominidae,Pongo,
599,Mammal,Procolobus badius,7017.784049,982.4897669,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Procolobus,
600,Mammal,Propithecus verreauxi,3460.987255,830.6369412,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Indridae,Propithecus,
601,Mammal,Saguinus fuscicollis,357.2728382,157.2000488,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Saguinus,
602,Mammal,Saguinus geoffroyi,540,54,Pereira and Daily 2006,Eutherian,Primate,Callitrichidae,Saguinus,
603,Mammal,Saguinus midas,503.6165574,332.3869279,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Saguinus,
604,Mammal,Saguinus oedipus,408.6956356,265.6521631,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Saguinus,
605,Mammal,Saimiri oerstedii,800,128,Pereira and Daily 2006,Eutherian,Primate,Cebidae,Saimiri,
606,Mammal,Saimiri sciureus,723.9357102,180.9839276,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Saimiri,
607,Mammal,Saimiri sciureus,723.9357102,173.7445704,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Saimiri,
608,Mammal,Saimiri sciureus,723.9357102,188.2232847,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Saimiri,
609,Mammal,Theropithecus gelada,13583.13447,2037.470171,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Theropithecus,
610,Mammal,Varecia variegata,3261.369459,1500.229951,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Lemuridae,Varecia,
611,Mammal,Tarsius spectrum,182.4735831,118.607829,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primates,Tarsiidae,Tarsius,
612,Mammal,Loxodonta africana,3474000,126053.9907,Ernest et al. 2003,Eutherian,Proboscedia,Elephantidae,Loxodonta,
613,Mammal,Loxodonta africana,2800000,138204.668,This Study,Eutherian,Proboscedia,Elephantidae,Loxodonta,
614,Mammal,Loxodonta africana,3599150.44,215949.0264,"Caughley and Krebs 1983; after Duncan et al. 2007, method: count",Eutherian,Proboscidea,Elephantidae,Loxodonta,
615,Mammal,Loxodonta africana,3599150.44,107974.5132,"Ambruster and Lande 1993; after Duncan et al. 2007, method: count",Eutherian,Proboscidea,Elephantidae,Loxodonta,
616,Mammal,Loxodonta africana,3599150.44,89978.761,"Cumming 1983; after Duncan et al. 2007, method: count",Eutherian,Proboscidea,Elephantidae,Loxodonta,
617,Mammal,Loxodonta africana,3599150.44,215949.0264,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Proboscidea,Elephantidae,Loxodonta,
618,Mammal,Elephas maximus,3000000,170674.44,This Study,Eutherian,Proboscidea,Elephantidae,Elephas,
619,Mammal,Agouti paca,8782.132799,5884.028975,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Rodentia,Agoutidae,Agouti,
620,Mammal,Agouti paca,8500,6205,Pereira and Daily 2006,Eutherian,Rodentia,Agoutidae,Agouti,
621,Mammal,Aplodontia rufa,662.9793477,331.4896739,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Rodentia,Aplodontidae,Aplodontia,
622,Mammal,Aplodontia rufa,774,1233.644762,Ernest et al. 2003,Eutherian,Rodentia,Aplodontidae,Aplodontia,
623,Mammal,Apodemus flavicollis,26.7,136.88232,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Apodemus,
624,Mammal,Apodemus flavicollis,27,9.45,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Apodemus,
625,Mammal,Clethrionomys glareolus,19.64264646,134.4735577,"Hannson 1987; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Clethrionomys,
626,Mammal,Clethrionomys glareolus,21.15,127.8784063,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Clethrionomys,
627,Mammal,Cynomys ludovicianus,1018.356876,773.9512258,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Rodentia,Sciuridae,Cynomys,
628,Mammal,Cynomys ludovicianus,1200,546.8043333,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Cynomys,
629,Mammal,Dasyprocta leporina,2670.545612,2937.600173,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Rodentia,Dasyproctidae,Dasyprocta,
630,Mammal,Dasyprocta leporina,3265,1534.55,Fagan et. al. 2009,Eutherian,Rodentia,Dasyproctidae,Dasyprocta,
631,Mammal,Dipodomys merriami,39,66.60622222,Ernest et al. 2003,Eutherian,Rodentia,Heteromyidae,Dipodomys,
632,Mammal,Dipodomys merriami,37,15.54,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Heteromyidae,Dipodomys,
633,Mammal,Dipodomys spectabilis,119.6,160.59,Ernest et al. 2003,Eutherian,Rodentia,Heteromyidae,Dipodomys,
634,Mammal,Dipodomys spectabilis,130,89.7,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Heteromyidae,Dipodomys,
635,Mammal,Erethizon dorsatum,6980.716486,2792.286594,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Rodentia,Erethizontidae,Erethizon,
636,Mammal,Erethizon dorsatum,10750,936.84,Ernest et al. 2003,Eutherian,Rodentia,Erethizontidae,Erethizon,
637,Mammal,Glaucomys volans,65.75,219.373,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Glaucomys,
638,Mammal,Glaucomys volans,79,111.39,Fagan et. al. 2009,Eutherian,Rodentia,Sciuridae,Glaucomys,
639,Mammal,Glaucomys volans,65.5,180.125,Pereira and Daily 2006,Eutherian,Rodentia,Sciuridae,Glaucomys,
640,Mammal,Hydrochaeris hydrochaeris,35751.97187,24668.86059,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Rodentia,Hydrochaeridae,Hydrochaeris,
641,Mammal,Hydrochaeris hydrochaeris,41204,13597.32,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Hydrochaeridae,Hydrochaeris,
642,Mammal,Hydrochaeris hydrochaeris,3500,3115,Pereira and Daily 2006,Eutherian,Rodentia,Hydrochaeridae,Hydrochaeris,
643,Mammal,Lagostomus maximus,3250,2316.595806,Ernest et al. 2003,Eutherian,Rodentia,Chinchillidae,Lagostomus,
644,Mammal,Lagostomus maximus,3311,3377.22,Fagan et. al. 2009,Eutherian,Rodentia,Chinchillidae,Lagostomus,
645,Mammal,Marmota flaviventris,2510,1916.243117,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Marmota,
646,Mammal,Marmota flaviventris,3515,1511.45,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Sciuridae,Marmota,
647,Mammal,Microtus agrestis,30.62668558,211.9366642,"Marcstrom et al. 1990; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Microtus,
648,Mammal,Microtus agrestis,30.62668558,163.7915145,"Henttonen et al. 1987; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Microtus,
649,Mammal,Microtus agrestis,30.62668558,113.0737232,"Hannson 1987; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Microtus,
650,Mammal,Microtus agrestis,30.62668558,165.8741291,"Halle and Lehman 1992; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Microtus,
651,Mammal,Microtus agrestis,40,183.96,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Microtus,Temp: 37 deg C
652,Mammal,Microtus agrestis,54,143.3067897,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Microtus,
653,Mammal,Microtus agrestis,22,29.04,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Microtus,
654,Mammal,Microtus arvalis,27.5,252.694619,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Microtus,
655,Mammal,Microtus arvalis,28,12.04,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Microtus,
656,Mammal,Microtus californicus,45.49880602,210.2044838,"Batzli and Pitelka 1971; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Microtus,
657,Mammal,Microtus californicus,48,399.15625,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Microtus,
658,Mammal,Microtus montanus,42,202.4726625,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Microtus,
659,Mammal,Microtus montanus,49,52.92,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Microtus,
660,Mammal,Microtus oeconomus,49.68210633,229.5313312,"Henttonen et al. 1987; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Microtus,
661,Mammal,Microtus oeconomus,65,317.575788,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Microtus,
662,Mammal,Microtus oregoni,20.5,142.89,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Microtus,
663,Mammal,Microtus oregoni,20,23.2,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Microtus,
664,Mammal,Microtus pennsylvanicus,38.80610014,232.8366008,"Turchin and Ostfeld 1997; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Microtus,
665,Mammal,Microtus pennsylvanicus,41,174.0876672,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Microtus,
666,Mammal,Microtus pennsylvanicus,37,17.39,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Microtus,
667,Mammal,Mus musculus,17.40203349,59.3409342,"Redhead 1982; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Mus,
668,Mammal,Mus musculus,17.40203349,39.67663636,"Choquenot and Ruscoe 2000; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Mus,
669,Mammal,Mus musculus,17.40203349,242.9323875,"Brown and Singleton 1999; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Muridae,Mus,
670,Mammal,Mus musculus,21,244.5424773,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Mus,
671,Mammal,Napaeozapus insignis,21.5,52.41111111,Ernest et al. 2003,Eutherian,Rodentia,Dipodidae,Napaeozapus,
672,Mammal,Napaeozapus insignis,23,5.98,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Dipodidae,Napaeozapus,
673,Mammal,Neotoma albigula,198,334.09125,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Neotoma,
674,Mammal,Neotoma albigula,195,198.9,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Neotoma,
675,Mammal,Octodon degus,179.3494297,593.2879134,"Jimenez et al. 1992; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Octodontidae,Octodon,
676,Mammal,Octodon degus,235,661.0722222,Ernest et al. 2003,Eutherian,Rodentia,Octodontidae,Octodon,
677,Mammal,Ondatra zibethicus,1169.75,2559.410157,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Ondatra,
678,Mammal,Ondatra zibethicus,1461,555.18,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Ondatra,
679,Mammal,Onychomys leucogaster,30,119.2714286,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Onychomys,
680,Mammal,Onychomys torridus,16,87.11083333,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Onychomys,
681,Mammal,Peromyscus maniculatus,19.77777778,143.9436907,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Peromyscus,
682,Mammal,Peromyscus maniculatus,19,19.57,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Peromyscus,
683,Mammal,Rattus norvegicus,300,1989.972148,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Rattus,
684,Mammal,Rattus norvegicus,402,2171.604,Fenchel 1973,Eutherian,Rodentia,Muridae,Rattus,Temp: 37 deg C
685,Mammal,Rattus norvegicus,248,42.16,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Muridae,Rattus,
686,Mammal,Rattus rattus,280,1010.624164,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Rattus,
687,Mammal,Rattus rattus,125,800,Pereira and Daily 2006,Eutherian,Rodentia,Muridae,Rattus,
688,Mammal,Sigmodon hispidus,215,262.9967708,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Sigmodon,
689,Mammal,Sigmodon hispidus,62.5,127.5,Pereira and Daily 2006,Eutherian,Rodentia,Muridae,Sigmodon,
690,Mammal,Tamias striatus,95.4,254.9327083,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Tamias,
691,Mammal,Tamias striatus,96,134.4,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Sciuridae,Tamias,
692,Mammal,Tamiasciurus hudsonicus,204.4089936,337.2748394,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Rodentia,Sciuridae,Tamiasciurus,
693,Mammal,Tamiasciurus hudsonicus,194.5,591.8996227,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Tamiasciurus,
694,Mammal,Zapus hudsonius,18.5,83.68123636,Ernest et al. 2003,Eutherian,Rodentia,Dipodidae,Zapus,
695,Mammal,Zapus hudsonius,19,14.63,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Dipodidae,Zapus,
696,Mammal,Zygodontomys brevicauda,56,523.0225,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Zygodontomys,
697,Mammal,Zygodontomys brevicauda,59.5,434.945,Pereira and Daily 2006,Eutherian,Rodentia,Muridae,Zygodontomys,
